Time_Stamp,Accel,Gyro,Head,SpineShoulder,ShoulderRight,ElbowRight,WristRight,HandRight,SpineBase,TrimmingId
6229,100;13820;5788,15357;2556;764,-0.07912498;0.2431858;1.166201,-0.08464463;0.02579242;1.240484,0.08895238;0.007460069;1.200466,0.1052527;-0.2245443;1.096452,0.1151582;-0.4213608;0.9598531,0.116695;-0.4574184;0.921441,-0.07954384;-0.4415631;1.275527,1
6265,96;16652;4880,8605;557;183,-0.07938372;0.2432069;1.166436,-0.08474316;0.02575486;1.24061,0.08889014;0.007509114;1.200543,0.105193;-0.2245289;1.096613,0.1151645;-0.4213731;0.9598486,0.1168768;-0.4558844;0.921231,-0.07959823;-0.4415742;1.27568,1
6296,592;15636;4144,390;-956;-435,-0.07958923;0.2432025;1.166509,-0.08477801;0.02573706;1.240587,0.08885574;0.007556805;1.200546,0.1051795;-0.224435;1.096503,0.1151618;-0.4213614;0.9597501,0.1161284;-0.4567938;0.9215888,-0.07960112;-0.4415711;1.27568,1
6327,884;13708;4356,-10;-201;-982,-0.07988435;0.2432106;1.166903,-0.08490293;0.02571808;1.240788,0.08881296;0.007597451;1.200586,0.105259;-0.2244321;1.09666,0.1148229;-0.4217421;0.9606334,0.1179931;-0.4568714;0.9202749,-0.07964547;-0.4415835;1.275784,1
6400,1028;13636;7804,1149;-508;-1016,-0.0802938;0.2431736;1.16693,-0.08500188;0.02569978;1.240807,0.08871152;0.00775215;1.200605,0.1051549;-0.2242643;1.096641,0.1149214;-0.4211761;0.96009,0.1146327;-0.4585267;0.9191813,-0.07968266;-0.4415547;1.275727,1
6431,860;13816;7996,1372;-530;-1016,-0.08047251;0.2431378;1.166912,-0.08502144;0.02568833;1.240803,0.08868186;0.007792314;1.200591,0.1050776;-0.2242296;1.096631,0.1148697;-0.4212913;0.9598867,0.1158885;-0.4551639;0.9196951,-0.0796987;-0.4415488;1.275721,1
6465,976;13676;7580,895;-558;-978,-0.08070026;0.2431204;1.166956,-0.0850841;0.02563986;1.240796,0.08864046;0.007836625;1.200576,0.105045;-0.224191;1.09663,0.1148791;-0.4213088;0.9597355,0.1169315;-0.4562815;0.9180156,-0.07974452;-0.4415341;1.275704,1
6500,1024;13708;7736,1810;-207;-989,-0.0808887;0.2431179;1.166964,-0.08520415;0.02560885;1.240786,0.08858766;0.007903418;1.200599,0.1050006;-0.2241254;1.096656,0.1148892;-0.4213277;0.9595449,0.1162509;-0.4557076;0.919773,-0.07974818;-0.4415343;1.275692,1
6532,908;13912;7648,2122;-419;-952,-0.0811336;0.2431117;1.166906,-0.08529638;0.02557831;1.240735,0.08854377;0.007922592;1.200585,0.1049388;-0.2240839;1.096582,0.1148987;-0.4210855;0.9591124,0.1155684;-0.4571851;0.9180391,-0.079785;-0.4415213;1.275654,1
6564,1024;13972;7648,873;-379;-1000,-0.08129644;0.243103;1.166889,-0.08540686;0.02554181;1.240678,0.08848244;0.0079392;1.200527,0.1050139;-0.2239978;1.096374,0.1148635;-0.4210536;0.959025,0.115159;-0.4576328;0.9190122,-0.079762;-0.4415201;1.275584,1
6598,1136;12764;7556,3620;387;-876,-0.08157796;0.2431193;1.16706,-0.08547352;0.02551701;1.240707,0.08845159;0.007953143;1.200518,0.1048754;-0.2238008;1.095886,0.1150927;-0.4208559;0.9580659,0.1145934;-0.4618919;0.9199029,-0.07974009;-0.4415444;1.275563,1
6630,608;13820;7584,11787;1465;-570,-0.08196706;0.2432678;1.167735,-0.08573573;0.02553151;1.241391,0.08835065;0.007993775;1.200727,0.1047853;-0.2236239;1.09576,0.1152355;-0.4205387;0.9575993,0.1151645;-0.4640182;0.9191183,-0.07980483;-0.441557;1.275994,1
6668,848;14212;6776,10181;1346;-1014,-0.08235282;0.2434263;1.168373,-0.08588763;0.02554557;1.241736,0.08827184;0.008019593;1.200819,0.1055156;-0.2233501;1.095393,0.1156416;-0.4191841;0.9555367,0.1145837;-0.4661995;0.9168158,-0.07979217;-0.4415665;1.276182,1
6698,896;14248;4948,13286;2384;-886,-0.08244438;0.2434505;1.168426,-0.08593973;0.02554697;1.241726,0.08820669;0.007904058;1.200758,0.1064763;-0.2220381;1.092087,0.1162759;-0.4157129;0.9504419,0.1134505;-0.4662977;0.9113659,-0.07979248;-0.4415872;1.276138,1
6731,744;15076;3968,21493;3781;-22,-0.08264487;0.2435685;1.168621,-0.0859588;0.02557939;1.241796,0.08817371;0.007832216;1.200754,0.1073097;-0.2207248;1.089043,0.1170488;-0.402899;0.9461551,0.1173683;-0.4518169;0.9022766,-0.07971861;-0.4415969;1.276208,1
6765,620;15556;2208,17831;2784;-828,-0.08275136;0.2436232;1.168665,-0.08596761;0.02558462;1.24176,0.08813528;0.007787483;1.200656,0.10803;-0.2191243;1.085435,0.1172102;-0.3966814;0.9424174,0.119834;-0.4406125;0.895278,-0.07956403;-0.4416357;1.276054,1
6797,332;15856;832,18060;1978;-773,-0.08293551;0.2438302;1.169093,-0.08602293;0.02568311;1.241902,0.08805609;0.007565603;1.200588,0.1085201;-0.2186427;1.083966,0.1175393;-0.3908437;0.9408278,0.1213384;-0.4234274;0.887929,-0.07950499;-0.4416671;1.276053,1
6830,320;16120;-1460,20158;1992;-522,-0.0832509;0.2441411;1.169859,-0.0861093;0.02582;1.242267,0.08798301;0.007322367;1.200558,0.1103892;-0.2161509;1.078672,0.1183304;-0.3860381;0.937034,0.1230672;-0.4155585;0.8786178,-0.07943463;-0.4417053;1.276101,1
6867,568;15896;-3516,19727;1935;-50,-0.08349673;0.2445138;1.170672,-0.08624806;0.02594378;1.242602,0.08664671;0.00489183;1.20277,0.1123311;-0.213677;1.072294,0.1206043;-0.3765118;0.927523,0.1291095;-0.3988146;0.8659183,-0.07923251;-0.4418596;1.276252,1
6903,804;15460;-5240,19396;1472;-349,-0.08371583;0.244839;1.171208,-0.08637786;0.02613525;1.242883,0.08585233;0.003249697;1.2034,0.1140472;-0.2101659;1.064596,0.130224;-0.3030668;0.8927511,0.1413196;-0.3410634;0.8087468,-0.07899868;-0.4420259;1.276275,1
6936,696;14960;-7020,23426;2490;55,-0.08395612;0.2453802;1.172466,-0.08653271;0.02645699;1.243901,0.08539622;0.001849241;1.203682,0.1155785;-0.2053089;1.055544,0.1309957;-0.2969158;0.8906771,0.143511;-0.3294127;0.795287,-0.07854459;-0.4422464;1.276766,1
6968,972;14300;-8812,19953;1773;-158,-0.08406578;0.2456862;1.173007,-0.08650557;0.0266671;1.244151,0.08524396;0.0006499566;1.203116,0.1181027;-0.1965205;1.041787,0.1331517;-0.283903;0.8747614,0.1454568;-0.3119632;0.7729549,-0.07813479;-0.4423087;1.276929,1
6997,1068;13716;-10296,18203;901;62,-0.084079;0.2459195;1.173353,-0.08642945;0.02685372;1.244288,0.0854101;-0.0002014875;1.202186,0.1189526;-0.1887932;1.030604,0.1417605;-0.28272;0.7962853,0.1473603;-0.2892734;0.7633831,-0.07743265;-0.4423563;1.277099,1
7028,1180;13128;-10800,11443;-183;-528,-0.08411612;0.2464266;1.174398,-0.08614831;0.02739981;1.245283,0.08570335;-0.000482397;1.201597,0.1202866;-0.181005;1.021433,0.1420827;-0.2764282;0.7875934,0.1480228;-0.2711807;0.7491974,-0.0765719;-0.4423257;1.277774,1
7063,1492;12196;-12136,10313;172;-604,-0.08408845;0.2468396;1.174969,-0.0858724;0.02788457;1.245729,0.08632916;-0.0004985213;1.199427,0.1217048;-0.1698345;1.008532,0.1486146;-0.2503868;0.7696462,0.1489386;-0.2480938;0.7330812,-0.07596406;-0.4421384;1.278195,1
7098,1936;10540;-12872,8015;1613;-726,-0.08406498;0.2475248;1.176438,-0.08539557;0.02877541;1.247499,0.08747603;0.001301144;1.197805,0.1232129;-0.1588814;0.9990339,0.1483739;-0.2347646;0.7629802,0.1488155;-0.2318837;0.7153221,-0.07526112;-0.4416676;1.279115,1
7128,1204;12024;-13052,8868;1212;-1086,-0.08397978;0.2480974;1.177343,-0.08495143;0.02927448;1.248064,0.08823857;0.002958364;1.196318,0.1235041;-0.1455448;0.9884195,0.1452438;-0.2127761;0.7450081,0.1477054;-0.2101767;0.7028641,-0.0743531;-0.4412313;1.279674,1
7165,1452;11632;-13240,-5699;-3000;-752,-0.08383925;0.2486302;1.178256,-0.0845297;0.02975649;1.248705,0.08859617;0.004461769;1.195594,0.1238982;-0.1369643;0.9827493,0.1456074;-0.1912561;0.7361457,0.1489824;-0.1904311;0.6905529,-0.07346192;-0.4405796;1.280451,1
7197,1728;10596;-12992,-2380;-1742;-805,-0.08369438;0.2489655;1.178733,-0.0841777;0.03023307;1.249205,0.08826417;0.007530126;1.194787,0.1245523;-0.1231746;0.9752807,0.1436249;-0.181758;0.729364,0.1494457;-0.17061;0.6832879,-0.07221372;-0.4399974;1.280993,1
7230,780;13524;-12060,-10162;-3018;-701,-0.08353801;0.2492792;1.179131,-0.08384278;0.03059186;1.2496,0.08839548;0.008669301;1.193877,0.123165;-0.1167031;0.9710101,0.1429173;-0.162761;0.7243776,0.1497897;-0.146863;0.6717685,-0.07172203;-0.4394674;1.281327,1
7264,1120;13032;-11396,-18956;-5471;-306,-0.08335286;0.2493777;1.179236,-0.08348186;0.03091757;1.249805,0.08838632;0.01014798;1.192858,0.1209219;-0.1027151;0.9708962,0.1419375;-0.1441632;0.7217544,0.1502036;-0.1259143;0.6624005,-0.07134929;-0.4390114;1.281335,1
7297,984;13516;-9820,-18241;-3655;-1229,-0.08291414;0.2498519;1.180081,-0.08295677;0.03154479;1.250916,0.08817617;0.01215693;1.192756,0.1185982;-0.09310641;0.976958,0.1422056;-0.1027227;0.7512794,0.1513423;-0.1007136;0.6596819,-0.07106224;-0.4386168;1.281986,1
7332,988;14320;-7728,-17392;-2110;-1736,-0.08251815;0.2500543;1.180393,-0.08268356;0.03175338;1.251172,0.08760198;0.01468466;1.192882,0.1083188;-0.08278651;0.9923314,0.1416995;-0.08427273;0.7412238,0.1465704;-0.06707244;0.6852189,-0.07073767;-0.4383612;1.282221,1
7369,916;14500;-6032,-13672;-1070;-1806,-0.08168967;0.2505829;1.18179,-0.08219635;0.03238001;1.252174,0.08656788;0.01712376;1.193902,0.1124831;-0.06447618;0.9888611,0.1439817;-0.0719673;0.7392424,0.1517252;-0.0465712;0.6494548,-0.07053639;-0.438097;1.282792,1
7402,424;15644;-3968,-11756;-837;-1362,-0.08107357;0.2508181;1.182061,-0.07972537;0.03437046;1.250556,0.08550284;0.01918104;1.19485,0.1119903;-0.0388086;0.9448153,0.145276;-0.05726861;0.7377278,0.1498434;-0.01961662;0.6454942,-0.07021698;-0.4378272;1.28295,1
7434,312;16120;-3056,-13633;-2379;-1213,-0.08041658;0.251049;1.182186,-0.07839257;0.03557093;1.249419,0.08407961;0.02082792;1.196015,0.1130268;-0.03687532;0.9461852,0.1468957;-0.02809945;0.7337932,0.1492933;0.009674006;0.6431041,-0.06990886;-0.4375488;1.282952,1
7464,420;16160;-1500,-14143;-2795;-1003,-0.07964686;0.2514087;1.18237,-0.07764883;0.036375;1.2488,0.08229056;0.02141826;1.197431,0.1074957;-0.02470262;0.9651957,0.1434348;0.01734386;0.7270265,0.1490483;0.04109086;0.6419995,-0.06917556;-0.4369661;1.28354,1
7499,528;16148;420,-13331;-2033;-450,-0.07892531;0.2517469;1.182587,-0.07718081;0.03707071;1.2482,0.07487311;0.02677176;1.202786,0.1074231;-0.01101538;0.9546846,0.1437543;0.02907577;0.7269265,0.1492972;0.06829774;0.6416038,-0.068597;-0.4364245;1.283963,1
7534,488;16232;1780,-15152;-2042;-825,-0.07812483;0.2520225;1.18241,-0.07666157;0.03779061;1.247212,0.07236283;0.02690999;1.203698,0.1142281;0.01239827;0.9495283,0.1445606;0.05823082;0.7249705,0.1495592;0.09736921;0.6395286,-0.0682866;-0.4361677;1.283965,1
7565,656;15532;3484,-16315;-2567;-526,-0.07721889;0.2525377;1.18304,-0.07642497;0.03819037;1.247033,0.07089207;0.02694947;1.204627,0.1165653;0.02058343;0.9507732,0.1467212;0.07958042;0.7249702,0.150245;0.1305752;0.6449459,-0.06784765;-0.4359167;1.284778,1
7600,916;14416;4656,-15003;-1696;-1134,-0.07654353;0.252837;1.183227,-0.07742728;0.03846511;1.24723,0.07027327;0.02666789;1.204947,0.1204217;0.03213517;0.9519075,0.1484557;0.1137342;0.7154995,0.1508369;0.1568049;0.6436191,-0.06733527;-0.435514;1.285507,1
7630,468;14152;6724,-11805;-1224;-1762,-0.07577383;0.2528649;1.183524,-0.07767028;0.03854034;1.247041,0.07003088;0.02656006;1.204974,0.1228602;0.04780744;0.9533026,0.148126;0.135243;0.7165577,0.149245;0.1862467;0.6490471,-0.06698931;-0.4350527;1.28586,1
7664,872;12972;7804,-11445;-2058;-1187,-0.07443715;0.252403;1.183398,-0.07784574;0.03839859;1.246623,0.06939867;0.02527648;1.204871,0.1219731;0.06669683;0.9556515,0.146219;0.163967;0.7226145,0.1475216;0.2133178;0.6524096,-0.06686945;-0.4348398;1.285832,1
7701,888;12088;8632,-2115;-294;-1193,-0.07365501;0.2521609;1.183686,-0.07701808;0.03884372;1.245808,0.06906942;0.02500879;1.204683,0.1193629;0.08273643;0.9582366,0.1452531;0.1886054;0.7291266,0.1455691;0.2434011;0.6592807,-0.06668304;-0.4344679;1.286127,1
7734,380;13576;9064,1402;-29;-1299,-0.07337826;0.2523172;1.184068,-0.07641396;0.03945245;1.245226,0.06888334;0.02495303;1.204522,0.1208735;0.09447867;0.9614852,0.1451664;0.2075853;0.7356814,0.1433861;0.2717178;0.6686987,-0.06664014;-0.433927;1.286796,1
7768,552;13748;8972,-30;-773;-1074,-0.0732714;0.2523213;1.183969,-0.07618108;0.03979685;1.244879,0.06855243;0.02516198;1.204083,0.1211733;0.1053309;0.9644782,0.1420698;0.234194;0.7469537,0.1424104;0.2801141;0.6909271,-0.06652133;-0.4333083;1.287058,1
7799,640;13404;8880,317;-594;-944,-0.07324339;0.252368;1.18381,-0.07606093;0.0400689;1.244544,0.06825152;0.02583834;1.203353,0.1210777;0.114525;0.9668145,0.1394925;0.252469;0.7547584,0.1400165;0.3030206;0.7029269,-0.06637518;-0.4325489;1.287204,1
7832,692;13196;8840,1120;-537;-751,-0.07302357;0.2523558;1.183059,-0.07602796;0.04037908;1.244229,0.06816343;0.02659955;1.202566,0.1205032;0.1232701;0.9690725,0.1373887;0.2693662;0.762503,0.1372644;0.3210244;0.7132522,-0.06638364;-0.4314077;1.287205,1
7864,668;13108;8736,1215;-562;-742,-0.07316338;0.2525208;1.182648,-0.0759961;0.04070081;1.243972,0.06822588;0.02786618;1.201688,0.1200392;0.1348328;0.9726269,0.1369341;0.2882657;0.7715831,0.1348524;0.3384836;0.7319086,-0.06628451;-0.4303413;1.287441,1
7897,728;13036;8712,1016;-532;-850,-0.07334886;0.2527571;1.182393,-0.07601344;0.0410319;1.243767,0.0684194;0.02901697;1.201098,0.1197675;0.1450317;0.9764085,0.1361749;0.3088685;0.7839459,0.1324063;0.3566533;0.7512591,-0.06702612;-0.4287207;1.288095,1
7931,728;13016;8660,1108;-336;-1083,-0.07346466;0.2529207;1.182196,-0.07576514;0.04102891;1.243555,0.06886108;0.03047479;1.200256,0.1191616;0.1567601;0.9809852,0.1351213;0.3215023;0.7945268,0.1312005;0.3693484;0.7693339,-0.06710871;-0.4275733;1.288408,1
7967,672;13428;8612,1219;-443;-1021,-0.07362918;0.2533287;1.180589,-0.07532407;0.04108709;1.242856,0.06910025;0.03065028;1.199747,0.1185781;0.1642838;0.9847392,0.1333302;0.3262103;0.8103963,0.1304122;0.3779768;0.787172,-0.06760313;-0.4266305;1.288146,1
7998,660;13352;8520,1186;-583;-753,-0.07373245;0.2538702;1.180542,-0.07496433;0.04133968;1.24269,0.06939548;0.03102462;1.199718,0.118708;0.1759465;0.9922403,0.1311224;0.336959;0.8327082,0.1313621;0.3858407;0.8122684,-0.06809348;-0.4253706;1.289119,1
8032,828;13180;8860,1284;-338;-833,-0.07410239;0.2546898;1.180078,-0.07490741;0.04132352;1.242657,0.06961933;0.03138001;1.199506,0.118102;0.1842739;0.9977494,0.1295594;0.3430789;0.845098,0.1302684;0.3950554;0.8288537,-0.06828277;-0.4245153;1.289552,1
8063,812;13272;8828,1165;-530;-1023,-0.07429144;0.2554368;1.179308,-0.07489482;0.04136027;1.242617,0.06980417;0.03249066;1.199203,0.1185778;0.1925448;1.0033,0.1270333;0.3586688;0.8584266,0.129014;0.406851;0.844764,-0.06895841;-0.4226594;1.290246,1
8095,724;13208;8684,1444;-453;-950,-0.07424288;0.2561766;1.179226,-0.07481246;0.04143722;1.24261,0.07004404;0.03322345;1.199293,0.1197967;0.2024869;1.011803,0.1257191;0.3714989;0.8706916,0.1282431;0.4178854;0.8630027,-0.06977808;-0.4207319;1.291946,1
8130,644;13436;8648,1081;-483;-919,-0.07421342;0.2569342;1.179032,-0.07467048;0.04153345;1.242539,0.07100549;0.03517275;1.198816,0.1208219;0.2094064;1.016128,0.1244721;0.3833834;0.8807544,0.1250954;0.4292392;0.8785415,-0.06972658;-0.420188;1.292035,1
8168,724;13036;8576,1358;-353;-993,-0.0742478;0.2574675;1.178724,-0.07459107;0.04165123;1.242439,0.0718049;0.03682398;1.198178,0.1207116;0.2153655;1.019607,0.1235087;0.3880755;0.891121,0.1217302;0.4334952;0.8907126,-0.07041479;-0.4189344;1.292526,1
8199,632;13288;8644,1189;-334;-977,-0.07376269;0.2587977;1.178025,-0.07446658;0.04185057;1.242207,0.07251264;0.03890168;1.197829,0.1198504;0.2233011;1.025133,0.1202601;0.3951494;0.9012715,0.1183316;0.4399461;0.9008141,-0.07042517;-0.4183978;1.292437,1
8230,652;13064;8740,1307;-564;-821,-0.07218815;0.261068;1.176616,-0.07444967;0.04213031;1.242002,0.07250728;0.03902404;1.197994,0.1195137;0.2270169;1.029308,0.118142;0.3991359;0.9103866,0.1152732;0.4450218;0.9127182,-0.07059083;-0.4168057;1.291929,1
8263,812;13384;8624,1121;-259;-1224,-0.07085964;0.2624632;1.175839,-0.07440253;0.04237019;1.241871,0.07282498;0.03992339;1.198123,0.1198114;0.2314848;1.033714,0.1162494;0.4022222;0.918618,0.1120099;0.446885;0.9206467,-0.07025851;-0.4154989;1.291649,1
8298,828;13228;8540,2255;-148;-936,-0.06850564;0.2639284;1.175339,-0.0742067;0.0427601;1.241817,0.07312136;0.0409704;1.198619,0.1190137;0.2365719;1.038983,0.1147506;0.4074601;0.928991,0.1093658;0.4534118;0.932505,-0.07065529;-0.4119988;1.292646,1
8328,552;13636;8608,2478;-468;-859,-0.06607898;0.2651508;1.174501,-0.07151446;0.04578857;1.240003,0.07324772;0.0415713;1.198762,0.1177085;0.2402575;1.042777,0.1140413;0.4110893;0.9352537,0.1062455;0.4540785;0.9364195,-0.07061995;-0.4111113;1.292429,1
8365,716;13480;8500,1168;-658;-939,-0.06113693;0.2674973;1.172953,-0.06986868;0.04779932;1.239073,0.07361994;0.0570616;1.200581,0.1177384;0.2537816;1.042046,0.1118191;0.414602;0.9420266,0.105005;0.4573524;0.9447795,-0.0710973;-0.4034331;1.292917,1
8399,648;13616;8508,1062;-516;-875,-0.05035788;0.2725568;1.170452,-0.06330299;0.05588669;1.235648,0.07381472;0.06051646;1.201224,0.1165201;0.2587977;1.04439,0.1104667;0.4191426;0.9496726,0.1034428;0.4620133;0.9513686,-0.0713345;-0.3986165;1.292969,1
8429,800;13392;8352,842;-512;-923,-0.04994999;0.2712418;1.17147,-0.06335299;0.05577169;1.23597,0.07399345;0.06017509;1.201467,0.115191;0.2629916;1.050487,0.1089022;0.4237445;0.957804,0.1026184;0.4648234;0.9594405,-0.07180115;-0.396011;1.294375,1
8466,716;13332;8476,904;-478;-1028,-0.04936925;0.2704893;1.17157,-0.06329272;0.05575163;1.235953,0.07430539;0.06151116;1.201706,0.1142739;0.2654854;1.052062,0.1080615;0.4270384;0.9612438,0.1015527;0.4675234;0.9625623,-0.07190561;-0.3933282;1.29425,1
8499,672;13360;8340,866;-294;-1097,-0.04918644;0.2698325;1.171644,-0.06326955;0.05568122;1.235901,0.07458582;0.06225539;1.201797,0.1135428;0.2671202;1.053181,0.1076394;0.4288602;0.9627532,0.09990475;0.4691321;0.9622622,-0.07067871;-0.3920099;1.292858,1
8530,624;13268;8600,2163;-357;-874,-0.04875429;0.2694793;1.171858,-0.06309586;0.05569104;1.23595,0.07497181;0.06344036;1.202565,0.1129603;0.2701202;1.056417,0.1052613;0.4414381;0.9719491,0.09919611;0.4801628;0.9720676,-0.06966935;-0.3908606;1.292994,1
8561,848;13220;8256,2172;-283;-902,-0.04834522;0.2691911;1.172038,-0.06291493;0.0557193;1.235991,0.07546157;0.06446301;1.202915,0.1125934;0.2730041;1.059413,0.1043303;0.4452801;0.9749272,0.09868041;0.4832737;0.9753348,-0.06906094;-0.3896716;1.292959,1
8599,1248;11980;7604,6890;1093;-726,-0.04785882;0.2689243;1.172155,-0.06265847;0.05573888;1.23599,0.07567599;0.06500658;1.203318,0.1124125;0.2745978;1.061376,0.1033817;0.4482364;0.9772822,0.09789424;0.4842147;0.9765279,-0.06874903;-0.3891076;1.29273,1
8632,308;13964;7448,17384;2610;31,-0.04727281;0.2689148;1.172209,-0.06218457;0.05597636;1.235973,0.07598732;0.06557512;1.203751,0.1123871;0.2764834;1.063851,0.1034919;0.448225;0.979508,0.09589487;0.4863871;0.9802656,-0.0682563;-0.3883114;1.292785,1
8666,604;15200;6208,12859;1274;-701,-0.04660022;0.2686377;1.172266,-0.06171355;0.05596667;1.235946,0.07615303;0.06589726;1.20399,0.1123068;0.27742;1.065034,0.1026029;0.4508849;0.9815523,0.09556827;0.4883783;0.9812822,-0.06788918;-0.3880265;1.292713,1
8697,952;14040;4284,15862;2328;-680,-0.04634145;0.2685148;1.172372,-0.06151487;0.05600889;1.235988,0.07661022;0.06886837;1.204436,0.1125058;0.2800625;1.064917,0.1026018;0.4506814;0.9829181,0.09580327;0.4877526;0.9824765,-0.06732524;-0.3872919;1.292704,1
8730,416;15276;3468,20545;3449;-129,-0.04608562;0.2684399;1.172394,-0.06130037;0.05609819;1.235963,0.07719916;0.07132054;1.204634,0.1127237;0.2824084;1.064878,0.1022225;0.4515795;0.9833405,0.09483197;0.4873678;0.9799874,-0.06692819;-0.3861243;1.292541,1
8767,472;15416;1256,21672;3318;35,-0.04577034;0.268384;1.172416,-0.06104356;0.05616881;1.235934,0.07726156;0.07122167;1.204726,0.112711;0.2824138;1.065119,0.1022544;0.4513772;0.9836372,0.09597426;0.4866287;0.9784662,-0.06677987;-0.3859507;1.292429,1
8797,576;16008;-556,20802;2717;382,-0.0454683;0.268351;1.172436,-0.06076948;0.05624658;1.23591,0.07729746;0.07106185;1.204824,0.1127189;0.2822641;1.065225,0.1022246;0.4516601;0.9836186,0.09643414;0.4880904;0.9787695,-0.06653117;-0.3858148;1.292354,1
8831,400;15528;-2716,23483;2941;126,-0.04536209;0.2682797;1.172473,-0.06069203;0.05625604;1.235917,0.07751862;0.07215604;1.204757,0.1128586;0.2830398;1.06463,0.1032142;0.4483038;0.9824762,0.09828302;0.4827792;0.9713243,-0.06636731;-0.385617;1.292333,1
8865,460;16808;-5036,24033;2121;682,-0.04515541;0.2681757;1.172388,-0.06050298;0.05626211;1.235792,0.07770047;0.07299556;1.2043,0.1132473;0.2828564;1.062588,0.1049321;0.4466445;0.9769793,0.1003175;0.4809996;0.9650633,-0.06608809;-0.3853419;1.291999,1
8896,768;15920;-7228,20974;1756;643,-0.04489595;0.2680287;1.172572,-0.0603197;0.05624581;1.235898,0.07789432;0.07409965;1.204017,0.1139039;0.2829979;1.060922,0.106566;0.4456922;0.9728985,0.1031486;0.4797806;0.9609069,-0.06600674;-0.3852356;1.292021,1
8928,1244;13344;-8636,19645;1568;912,-0.04248875;0.2697296;1.17258,-0.05928151;0.0572334;1.235757,0.0779123;0.07411304;1.203986,0.1162297;0.2796037;1.056307,0.1089567;0.4420838;0.9677536,0.1064606;0.4764667;0.9545043,-0.06594994;-0.3852908;1.292103,1
8963,1288;13928;-9956,17356;527;262,-0.04204674;0.2696735;1.172728,-0.05918469;0.05708953;1.2358,0.07791906;0.07401675;1.20391,0.1176373;0.2764536;1.052164,0.1116723;0.4358841;0.9574288,0.1094228;0.4714925;0.9454482,-0.06592603;-0.3855549;1.292061,1
8997,1648;12796;-11248,18408;1173;291,-0.04202378;0.2694111;1.173059,-0.05923089;0.05656768;1.236016,0.07787183;0.07361921;1.203909,0.1184013;0.2728054;1.047859,0.1140022;0.4291595;0.9474312,0.1148175;0.4664677;0.9365008,-0.06612368;-0.386395;1.292079,1
9037,1448;12580;-12272,8234;-1619;299,-0.04556406;0.2689322;1.176405,-0.05959032;0.05571914;1.236627,0.07777164;0.07334583;1.203982,0.1206007;0.2685657;1.043329,0.1158364;0.4245851;0.9422615,0.1182818;0.4631008;0.9292118,-0.0667825;-0.3885324;1.293172,1
9068,1800;11544;-12720,4311;-1828;152,-0.04646021;0.2685968;1.176854,-0.05966859;0.0556831;1.236667,0.0776651;0.07299173;1.203563,0.1224817;0.2621564;1.03597,0.1185762;0.4161406;0.931365,0.1218592;0.4526152;0.9113582,-0.06761286;-0.3893445;1.293174,1
9096,1876;10656;-13540,-2780;-902;-594,-0.05128063;0.2667955;1.179366,-0.06178255;0.05340149;1.238027,0.07750346;0.07218059;1.203222,0.1234981;0.2561237;1.029941,0.1214385;0.4079821;0.921833,0.1257922;0.444937;0.9021057,-0.06875262;-0.3908689;1.293397,1
9128,1864;11116;-12476,2602;71;-1027,-0.05404104;0.2657515;1.180127,-0.06351581;0.0516835;1.23885,0.07725032;0.07133313;1.202774,0.1257158;0.2487091;1.023144,0.1248526;0.4009967;0.9123123,0.1299499;0.4387164;0.8912928,-0.06950051;-0.3949906;1.293037,1
9163,1624;12524;-12296,-3873;-1892;-1042,-0.0572332;0.2654383;1.180964,-0.06497458;0.05040689;1.239575,0.07632412;0.0693454;1.202507,0.1267713;0.2412472;1.017954,0.1267162;0.3911225;0.9013847,0.1317042;0.4271121;0.8758048,-0.06976125;-0.3990673;1.292545,1
9197,1716;11428;-12112,-3755;-1197;-924,-0.05970469;0.2651632;1.181853,-0.0663444;0.04898439;1.240703,0.07589536;0.06730025;1.202498,0.1281423;0.2321654;1.011892,0.1284518;0.3865383;0.8930674,0.1332753;0.4221542;0.8649119,-0.0697758;-0.4019988;1.29286,1
9233,1236;13572;-11364,-7330;-2566;-990,-0.06213731;0.2648489;1.182204,-0.06731;0.04777766;1.241226,0.07504826;0.06520544;1.202287,0.1287533;0.2229064;1.005915,0.1314301;0.3726513;0.8794215,0.1343522;0.4095391;0.8502454,-0.06867731;-0.4049796;1.292228,1
9269,1704;12672;-11384,-15516;-3289;-1012,-0.06367922;0.264468;1.182692,-0.06815778;0.04705992;1.241769,0.07462467;0.06348002;1.202411,0.129602;0.2139627;1.000643,0.1330734;0.361021;0.8708861,0.135326;0.3997391;0.8365197,-0.0685344;-0.4062778;1.292222,1
9297,1448;13016;-9408,-4073;222;-1727,-0.06527261;0.2636929;1.18351,-0.06845622;0.04670799;1.241928,0.07402287;0.06141384;1.202929,0.1289627;0.2052514;0.9962373,0.1350462;0.351914;0.8613022,0.1352164;0.3909644;0.8205751,-0.06863831;-0.4076399;1.292145,1
9329,816;15616;-8300,-9314;-1927;-1299,-0.06613366;0.2630681;1.184027,-0.06888898;0.04616403;1.242269,0.07387505;0.06121215;1.203,0.129208;0.1960028;0.9902762,0.1359976;0.3426934;0.8501878,0.1353226;0.3806846;0.8024354,-0.06832799;-0.4086813;1.292114,1
